wm_item_sk,bottles_per_case,case_weight,case_volume,case_weight_uom,case_volume_uom,case_length,case_width,case_height,case_dimension_uom,site_id,wm_warehouse_cd,item_no,division_cd,division_desc,item_desc,item_size,case_price_amt,bottles_per_pallet,pallet_length,pallet_width,pallet_height,pallet_dimension_uom,max_pallet_stacked_qty,bottles_per_layer,bottle_weight,bottle_volume,pallet_weight,pallet_weight_uom,pallet_volume,pallet_volume_uom,cases_per_layer_qty,layers_per_pallet_qty,item_conveyable_ind,case_putaway_type_cd,bottle_length,bottle_width,bottle_height,bottle_dimension_uom,lpn_label_case_ind,heat_sensitive_ind,force_qualtiy_control_audit_ind,bulk_stack_off_set_cd,wcs_tote_cd,perm_assignment_cd,override_pick_type_cd,scm_item_status_cd,scm_item_status_desc,path_no,corp_suppl_sapvnd_num,vendor_product_no,category_cd,suppl_item_no_xref,scc_barcode,upc_barcode,bupc_barcode,crv_barcode,mon_barcode,ean_barcode,load_dt,load_id,modified_dt,modified_user,src_desc,source_system,check_sum
109350,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,338399,S,,ANTINORI S CRISTINA ORVIETO CASA,750ML,6.61,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,90,Discontinued,,115681,28210,W,,10088586005449,088586005442,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,de425f6ab59ee8246a59ee971688b2e5
2262123,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,598786,D,,BULLEIT BOURBON SB(GRAND CRU)104,750ML,33.95,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100534,20940,L,,10082000791246,082000791249,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,79ed1e4a949542a4c87ba3db8a1d36c7
23328660,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,629411,S,,KNOB CREEK BBN SB SEL(STILLWATER),750ML,31.25,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100285,8845,L,,10080686016820,080686016823,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,adcb882beef14152c6967c978587130b
12859863,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,633270,D,,WOODINVILLE BBN SB(TULSAHIL)115.68,750ML,37.89,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100464,13048,L,,10858349004169,858349004162,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,8f1e88aa9ab02b06ccd691c17b9113e6
12860503,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,636538,S,,CODIGO 1530 TEQ ROSA REP(WINSTON),1.0L,91.3,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100033,30163,L,,10850018046722,850018046725,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,20a832df8491bde7f5c18c4f425f1093
12747546,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,635967,N,,BROWNE CAB SAUV FOREST CV(SC)22 SS,750ML,10.83,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2022,102754,20906,W,,10848375012306,848375012309,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,d3da53ea0ce621cd31cd197761658f4b
1926448,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,639051,B,,RITTENHOUSE RYE BIB(8647778)100,750ML,15.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100258,7913,L,,10096749004239,096749004232,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,f68ce9f68ed0cdd3fc2039a6c909ed4c
2344683,12,32.7,1437.255,POUNDS,CUBIC INCHES,9.5,12.3,12.3,INCHES,7002,AGC,648478,S,,CLINE FARMHOUSE WHITE(SC)23,750ML,6.67,672,48.,40.,54.2,inches,3,168,3.7,101.79,1831.2,pounds,104064.,cubic inches,14,4,Y,,2.9,3.,11.7,inches,,,,,,O,,10,Sku Active,2023,101279,6630,W,,10098652840003,098652840006,,,,,2024-12-20 02:28:45,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4193673_20241219190037.txt,WMI,3d776de61b638b8f8594c03cc513e6d4
137193,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,FRC00008,,,Tang 2021,750ML,90.,1,48.,40.,5.,inches,0,192,2.92,1.,1.,pounds,1.,cubic inches,11,4,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2021,0,,W,,,637405073713,,,,,2024-12-13 02:36:58,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4173395_20241212190036.txt,WMI,b5a55b82094ca1318720ee9e457cbe89
114235,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7001,AGK,615992,S,,HIGH WEST BBN CC BR(#24540)100,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,,100092,25113,L,,10086003267302,086003267305,,,,,2024-09-06 10:19:06,0,2025-05-30 22:24:49,INFA JOB,WMISTSTYL_2_AGK_3868247_20240906040034.txt,WMI,fb02cc10dbe965f3748dc74017ff6ed3
3689951,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,615091,S,,WILDERNESS TRAIL RYE(MODLIQ)100,750ML,30.71,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100478,220094,L,,10852989005159,852989005152,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,f712960d39ccdd1e6306b77715dbf1e9
2261163,24,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,387062,D,,CROWN ROYAL RYE NORTHERN HARV 90,375ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100534,437,L,,10082000773365,082000773368,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,bcc7777dffdac06120fc5aca534633a6
2298599,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,983053,S,,BALCONES BBN SPECIAL RLS 128,750ML,34.83,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100534,30037,L,,10852757002151,852757002154,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,803b9f44dad7495eac50068b29d115ef
6600030,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,578226,S,,WINDSCAPE BY CLINE CHARD NC 21,750ML,7.92,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2021,101279,211136,W,,,,,,,,2024-12-20 02:28:45,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4193673_20241219190037.txt,WMI,2f7a0038bc0687318535351715c964e3
23328340,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,619990,B,,ELIJAH CRAIG BBN PB(6871226)119.2,750ML,45.62,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,90,Discontinued,,100258,804,L,,10096749003867,096749003860,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,d1556470a84cbe92a7ba7665e98d8728
11953308,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,648890,S,,CLINE SAUV BLANC NORTH COAST(SC)23,750ML,7.5,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2023,101279,6630,W,,10098652210028,098652210021,,,,,2024-12-20 02:28:45,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4193673_20241219190037.txt,WMI,baa149a8450b3426c0f20b74d293fd27
2135087,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,521368,S,,HIGH NOON VOD SELTZ MANGO CAN4P,355ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,104522,25110,L,,20085000032323,085000032329,,,,,2024-11-28 02:18:25,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4125204_20241127190038.txt,WMI,b1ad0a3662640621370b24b5cfa0d1a5
23327060,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,324159,D,,GLENMORANGIE SCO 18YR 86(OP),750ML,79.84,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100464,24791,L,,10081753822931,081753810849,,,,,2024-09-11 01:18:23,0,2025-05-24 01:22:56,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,c9d9d6b6462b81ef9c7e1ff27093f77e
109362,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,621808,S,,SEA SUN CHARDONNAY(SC)22 SS,750ML,9.58,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,2022,100102,31010,W,,,,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,16b983c64f754d11c27e5c51c3c380a7
119914,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,627515,S,,A TO Z CHARDONNAY(COST(SC)21PAD(56,750ML,7.165,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,2021,100501,20068,W,,10892931000658,892931000651,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,e295060cf636ea1b1c12e27121ec1eed
102003,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,594471,S,,KNOB CREEK BBN SB SEL(HERITAGE)120,750ML,26.84,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100285,8845,L,,10080686016820,080686016823,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,85a43429fbb1bccc2bf2f9a9a1522621
9640669,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,569582,S,,CUPCAKE PROSECCO ROSE EX DRY 21,750ML,8.3,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2021,100514,23478,W,,10081308011995,081308011998,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,cbcd2d8f65f06afc364781fa8909f476
9641309,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,615714,S,,WILDERNESS TRAIL BBN(EDDIES)100,750ML,30.71,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100478,220094,L,,10852989005050,852989005053,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,d396feda40a76ef63b0f61ea06f0023c
3691231,24,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,927263,D,,SMIRNOFF VOD PINEAPPLE 70 PET FLK,200ML,2.63,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100534,28532,L,,10082000787744,082000787747,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,ad1db767cc284124ad49726f5c26a371
668852,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,630151,B,,ELIJAH CRAIG BBN PB(7287491)94,750ML,47.86,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100258,804,L,,10096749003850,096749003853,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,2be7ce15c200e5243a202da59bcf5603
2298279,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,630229,B,,ELIJAH CRAIG BBN PB(7236211)94,750ML,47.86,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100258,804,L,,10096749003867,096749003860,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,6d700e66d9111d00942264f0d07a46cc
117356,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,587429,S,,DOM RUINART ROSE 09,750ML,222.44,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,2009,100464,2921,W,,10081753847620,081753810085,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,53a3d2c6a4feebb973ff7bf5b2b8dde9
114470,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,619787,S,,ELIJAH CRAIG BBN PB(7142765)125.2,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,,100258,804,L,,10096749003867,096749003860,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,73d94ea06bbe890c9f7a6cf85adee08f
131738,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,627814,S,,UNSHACKLED SPARKLING 18 SS,750ML,10.4,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,2018,100092,33987,W,,10086003255231,086003255234,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,e39407a4e0204b80e8038172cad1ad8b
109985,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,592571,S,,WATERBROOK MALBEC RSV 21 PAD(56),750ML,0.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2021,102754,4998,W,,10857846102989,857846102982,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,4b29da8acdb7b248f35b1122ed213f6f
100727,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,637639,N,,MAESTRO DOBEL TEQ ANE(AZTECA8906),750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,105565,94,L,,10811538012291,811538012294,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,01f2bb1d483538956424fa64f3b350f9
103290,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,592815,S,,THREE OLIVES VOD CHERRY 60,375ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,105565,29145,L,,20818844024458,811538015462,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,f9e44feaf53dc8b9e2ebfc8e17da3fb0
123102,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,596027,S,,HIGH WEST BBN CSK ST(CC24069)117.4,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,,Blank As Valid,,100092,25113,L,,10086003267333,086003267336,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,ff254f2e3d38a60a6651ce9e1792c1c2
119271,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,595522,S,,MAKERS MARK BBN PS(MTUCCIS)108.5,750ML,33.64,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100285,26357,L,,10085246500467,085246500460,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,fd1217ccd6ae4c2889702d5194eec0db
106793,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,621451,S,,MAKERS MARK BBN PS(QFC#9169)111.3,750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100285,26357,L,,10085246500467,085246500460,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,7d3166f553bec41a86f3f2692bab8d72
97529,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,559776,,,PATRON TEQ REP BS(BILLYSONGRAND23),750ML,34.04,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,101079,27273,L,,20721733003055,721733003051,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,071b88e9e60aab04ae6403e413ad7a79
105843,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,617413,B,,TEQUILA OCHO TEQ ANEJO(#B-05-2020),750ML,5.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,90,Discontinued,,100258,210243,L,,10898627001190,898627001193,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,d39d862c5000e3dfbc8fd3ba1ce83d1c
121509,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,608410,N,,FOLEY JOHNSON CAB SAUV NAPA 21 SS,750ML,35.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2021,105174,2020,W,,20849130000016,849130000012,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,a11cc35aa3755ec74e928a85b5218ed0
115747,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,613711,S,,TERRAZAS MALBEC RSV 21 SS,750ML,10.74,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2021,100464,28957,W,,07790975201436,088110158996,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,a3dde2deca0f32b9b3bc5df616fc7119
132708,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,633554,S,,RIONDO PROSECCO EX DRY SS,750ML,9.45,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100402,10430,W,,20835655000020,835655000026,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,7021d521bb866f3722507a070c17555f
100407,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,635965,N,,WATERBROOK CABERNET SAUVIGNON 21SS,750ML,7.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,2021,102754,4998,W,,10857846102712,857846102715,,,,,2024-09-05 20:14:33,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3866466_20240905140032.txt,WMI,21ceb409160a22841a339c5f21d60356
231422,4,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,PRE0003A,,,Harvest Press Chardonnay BOX,3000ML,80.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,12,5,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,0,,W,,10800000000000,848000000000,,,,,2024-12-12 02:19:35,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4170354_20241211190040.txt,WMI,700ed1c7ba6d68bc7396146e4e6e5763
9924689,4,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,PRE0002Y,,,House Wine Cabernet Sauvignon BOX,3000ML,80.,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,12,5,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,0,,W,,10800000000000,848000000000,,,,,2024-12-12 02:19:35,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4170354_20241211190040.txt,WMI,f218d021d2d8f835196270c77ca8a2e9
12759385,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,969554,S,,STEEP RIDGE CABERNET SAUVIGNON,750ML,3.75,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100402,34405,W,,10086891089208,086891089201,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,ee90f1a79cd32f7102a107dbee4774c4
3690591,12,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,630356,B,,ELIJAH CRAIG BBN PB(7288356)121.1,750ML,47.86,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100258,804,L,,10096749003867,096749003860,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,4020ab728704dc4bc7a9f2981139b820
12489301,6,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,994245,S,,JIM BEAM BOURBON 80 W/HIGHBALL MUG,750ML,8.81,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,90,Discontinued,,100285,13126,L,,10080686027390,080686027393,,,,,2024-09-11 01:18:23,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3881139_20240910190032.txt,WMI,dc9a6c0ec9910150f1e95925ec3635df
174789,12,33.35,872.022,POUNDS,CUBIC INCHES,13.8,8.9,7.1,INCHES,7002,AGC,647321,S,,14 HANDS ROSE 23,750ML,6.89,672,48.,40.,33.4,inches,3,168,2.65,40.2,1867.6,pounds,64128.,cubic inches,14,4,Y,,2.4,2.5,6.7,inches,,,,,,O,,10,Sku Active,2023,100501,8242,W,,10088586008686,088586008689,,,,,2024-10-03 01:43:41,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_3940825_20241002190034.txt,WMI,a13b0adf8927cdbfab6ddf5ca9a5960a
164077,24,1.,1.,POUNDS,CUBIC INCHES,1.,1.,1.,INCHES,7002,AGC,593772,S,,MERF CABERNET SAUVIGNON CAN 24P,250ML,3.962,1,48.,40.,5.,inches,0,1,1.,1.,1.,pounds,1.,cubic inches,1,1,Y,,1.,1.,1.,inches,,,,,,O,,10,Sku Active,,100501,11367,W,,20088586010051,088586010057,,,,,2024-12-13 02:36:58,0,2025-05-20 01:20:59,INFA JOB,WMISTSTYL_2_AGC_4173395_20241212190036.txt,WMI,4bc26d78c960a72bb7a994c8cd89d0a8
